fecha,zona,rff_real,rff_presupuesto,cpo_real,cpo_presupuesto,palmiste_real,palmiste_presupuesto,tea_real,tea_meta,almendra_real,almendra_presupuesto,kpo_real,kpo_presupuesto,extraccion_almendra,acidez,humedad,impurezas,inventario_cpo,tanque_1,tanque_2,tanque_3,tanque_4
2022-06-30,A&G,14309.75,14595.95,3300.23,3366.24,165.01,171.61,23.06,23.56,0.0,0.0,0.0,0.0,0.0,2.81,0.14,0.06,990.07,495.0,330.0,0.0,0
2022-07-31,A&G,18767.03,19142.37,4372.05,4459.49,218.6,227.35,23.3,23.8,0.0,0.0,0.0,0.0,0.0,2.83,0.14,0.06,1311.61,656.0,437.0,0.0,0
2022-08-31,A&G,19821.18,20217.6,4620.86,4713.27,231.04,240.28,23.31,23.81,0.0,0.0,0.0,0.0,0.0,2.83,0.14,0.06,1386.26,693.0,462.0,0.0,0
2022-09-30,A&G,23221.4,23685.82,5218.99,5323.37,260.95,271.39,22.47,22.97,0.0,0.0,0.0,0.0,0.0,2.75,0.13,0.05,1565.7,783.0,522.0,0.0,0
2022-10-31,A&G,24736.07,25230.79,5474.27,5583.76,273.71,284.66,21.66,22.16,0.0,0.0,0.0,0.0,0.0,2.67,0.13,0.05,1642.28,821.0,547.0,0.0,0
2022-11-30,A&G,22334.74,22781.43,4939.44,5038.23,246.97,256.85,22.13,22.63,0.0,0.0,0.0,0.0,0.0,2.71,0.13,0.05,1481.83,741.0,494.0,0.0,0
2022-12-31,A&G,20025.45,20425.96,4502.21,4592.25,225.11,234.11,22.48,22.98,0.0,0.0,0.0,0.0,0.0,2.75,0.13,0.05,1350.66,675.0,450.0,0.0,0
2023-01-31,A&G,21419.77,21848.17,4777.09,4872.64,238.85,248.41,22.3,22.8,0.0,0.0,0.0,0.0,0.0,2.73,0.13,0.05,1433.13,717.0,478.0,0.0,0
2023-02-28,A&G,21492.0,21921.84,4877.9,4975.46,243.89,253.65,22.7,23.2,0.0,0.0,0.0,0.0,0.0,2.77,0.13,0.06,1463.37,732.0,488.0,0.0,0
2023-03-31,A&G,20653.21,21066.27,4929.26,5027.85,246.46,256.32,23.87,24.37,0.0,0.0,0.0,0.0,0.0,2.89,0.14,0.06,1478.78,739.0,493.0,0.0,0
2023-04-30,A&G,17442.56,17791.41,4251.58,4336.61,212.58,221.08,24.37,24.87,0.0,0.0,0.0,0.0,0.0,2.94,0.14,0.06,1275.47,638.0,425.0,0.0,0
2023-05-31,A&G,15249.84,15554.84,3712.06,3786.3,185.6,193.03,24.34,24.84,0.0,0.0,0.0,0.0,0.0,2.93,0.14,0.06,1113.62,557.0,371.0,0.0,0
2023-06-30,A&G,15808.24,16124.41,3804.66,3880.76,190.23,197.84,24.07,24.57,0.0,0.0,0.0,0.0,0.0,2.91,0.14,0.06,1141.4,571.0,380.0,0.0,0
2023-07-31,A&G,20173.43,20576.89,4758.34,4853.51,237.92,247.43,23.59,24.09,0.0,0.0,0.0,0.0,0.0,2.86,0.14,0.06,1427.5,714.0,476.0,0.0,0
2023-08-31,A&G,22510.91,22961.13,5236.49,5341.22,261.82,272.3,23.26,23.76,0.0,0.0,0.0,0.0,0.0,2.83,0.14,0.06,1570.95,785.0,524.0,0.0,0
2023-09-30,A&G,24201.48,24685.51,5585.36,5697.07,279.27,290.44,23.08,23.58,0.0,0.0,0.0,0.0,0.0,2.81,0.14,0.06,1675.61,838.0,559.0,0.0,0
2023-10-31,A&G,25388.49,25896.26,5752.34,5867.38,287.62,299.12,22.66,23.16,0.0,0.0,0.0,0.0,0.0,2.77,0.13,0.06,1725.7,863.0,575.0,0.0,0
2023-11-30,A&G,20467.86,20877.22,4608.73,4700.91,230.44,239.65,22.52,23.02,0.0,0.0,0.0,0.0,0.0,2.75,0.13,0.06,1382.62,691.0,461.0,0.0,0
2023-12-31,A&G,15751.13,16066.15,3606.73,3678.87,180.34,187.55,22.9,23.4,0.0,0.0,0.0,0.0,0.0,2.79,0.13,0.06,1082.02,541.0,361.0,0.0,0
2024-01-31,A&G,17593.25,17945.11,4044.48,4125.37,202.22,210.31,22.99,23.49,0.0,0.0,0.0,0.0,0.0,2.8,0.13,0.06,1213.34,607.0,404.0,0.0,0
2024-02-29,A&G,18004.16,18364.24,3933.54,4012.21,196.68,204.54,21.85,22.35,0.0,0.0,0.0,0.0,0.0,2.68,0.13,0.05,1180.06,590.0,393.0,0.0,0
2024-03-31,A&G,15992.57,16312.43,3714.57,3788.86,185.73,193.16,23.23,23.73,0.0,0.0,0.0,0.0,0.0,2.82,0.14,0.06,1114.37,557.0,371.0,0.0,0
2024-04-30,A&G,16295.61,16621.53,3671.15,3744.57,183.56,190.9,22.53,23.03,0.0,0.0,0.0,0.0,0.0,2.75,0.13,0.06,1101.35,551.0,367.0,0.0,0
2024-05-31,A&G,15968.84,16288.22,3764.17,3839.45,188.21,195.74,23.57,24.07,0.0,0.0,0.0,0.0,0.0,2.86,0.14,0.06,1129.25,565.0,376.0,0.0,0
2024-06-30,A&G,15908.99,16227.17,3771.28,3846.7,188.56,196.11,23.71,24.21,0.0,0.0,0.0,0.0,0.0,2.87,0.14,0.06,1131.38,566.0,377.0,0.0,0
2024-07-31,A&G,9507.41,9697.56,2261.11,2306.33,113.06,117.58,23.78,24.28,0.0,0.0,0.0,0.0,0.0,2.88,0.14,0.06,678.33,339.0,226.0,0.0,0
2024-08-31,A&G,9146.04,9328.96,2046.69,2087.62,102.33,106.43,22.38,22.88,0.0,0.0,0.0,0.0,0.0,2.74,0.13,0.05,614.01,307.0,205.0,0.0,0
2024-09-30,A&G,11635.96,11868.68,2651.56,2704.59,132.58,137.88,22.79,23.29,0.0,0.0,0.0,0.0,0.0,2.78,0.13,0.06,795.47,398.0,265.0,0.0,0
2024-10-31,A&G,19979.0,20378.58,4538.0,4628.76,226.9,235.98,22.71,23.21,0.0,0.0,0.0,0.0,0.0,2.77,0.13,0.06,1361.4,681.0,454.0,0.0,0
2024-11-30,A&G,21000.0,21420.0,4725.0,4819.5,236.25,245.7,22.5,23.0,0.0,0.0,0.0,0.0,0.0,2.75,0.13,0.06,1417.5,709.0,472.0,0.0,0
2024-12-31,A&G,19947.28,20346.22,4342.3,4429.14,217.11,225.8,21.77,22.27,0.0,0.0,0.0,0.0,0.0,2.68,0.13,0.05,1302.69,651.0,434.0,0.0,0
2025-01-31,A&G,16844.24,17181.12,4796.0,4891.92,239.8,249.39,28.47,28.97,0.0,0.0,0.0,0.0,0.0,3.35,0.16,0.07,1438.8,719.0,480.0,0.0,0
2025-02-28,A&G,18554.0,18925.08,4277.7,4363.25,213.88,222.44,23.06,23.56,0.0,0.0,0.0,0.0,0.0,2.81,0.14,0.06,1283.31,642.0,428.0,0.0,0
2025-03-31,A&G,18827.58,19204.13,4811.63,4907.86,240.58,250.2,25.56,26.06,0.0,0.0,0.0,0.0,0.0,3.06,0.15,0.06,1443.49,722.0,481.0,0.0,0
2025-04-30,A&G,17972.0,18331.44,4777.0,4872.54,238.85,248.4,26.58,27.08,0.0,0.0,0.0,0.0,0.0,3.16,0.15,0.06,1433.1,717.0,478.0,0.0,0
2025-05-31,A&G,18658.11,19031.27,4282.0,4367.64,214.1,222.66,22.95,23.45,0.0,0.0,0.0,0.0,0.0,2.79,0.13,0.06,1284.6,642.0,428.0,0.0,0
2025-06-30,A&G,16956.32,17295.45,3870.89,3948.3,193.54,201.29,22.83,23.33,0.0,0.0,0.0,0.0,0.0,2.78,0.13,0.06,1161.27,581.0,387.0,0.0,0
2025-07-31,A&G,21020.22,21440.62,4752.24,4847.29,237.61,247.12,22.61,23.11,0.0,0.0,0.0,0.0,0.0,2.76,0.13,0.06,1425.67,713.0,475.0,0.0,0
2025-08-31,A&G,19236.6,19621.34,4913.52,5011.79,245.68,255.5,23.67,24.17,0.0,0.0,0.0,0.0,0.0,2.87,0.14,0.06,1474.06,737.0,491.0,0.0,0
2025-09-30,A&G,22461.8,22911.04,4676.28,4769.8,233.81,243.17,23.78,24.28,0.0,0.0,0.0,0.0,0.0,2.88,0.14,0.06,1402.88,701.0,468.0,0.0,0
2025-10-31,A&G,23150.0,23613.0,3672.0,3745.44,183.6,190.94,23.5,24.0,0.0,0.0,0.0,0.0,0.0,2.85,0.14,0.06,1101.6,551.0,367.0,0.0,0
2025-11-30,A&G,21618.53,22050.9,4194.88,4278.78,209.74,218.13,19.4,19.9,0.0,0.0,0.0,0.0,0.0,2.44,0.12,0.05,1258.47,629.0,419.0,0.0,0
2007-01-31,Codazzi,9186.59,9370.32,1749.54,1784.53,87.48,90.98,19.04,19.54,262.43,271.18,108.47,111.97,41.0,2.4,0.12,0.05,524.86,262.0,175.0,87.0,0
2007-02-28,Codazzi,8997.48,9177.43,1703.11,1737.17,85.16,88.56,18.93,19.43,255.47,263.98,105.59,109.0,41.0,2.39,0.11,0.05,510.93,255.0,170.0,85.0,0
2007-03-31,Codazzi,10252.72,10457.77,2019.03,2059.41,100.95,104.99,19.69,20.19,302.85,312.95,125.18,129.22,41.0,2.47,0.12,0.05,605.71,303.0,202.0,101.0,0
2007-04-30,Codazzi,5815.38,5931.69,1080.59,1102.2,54.03,56.19,18.58,19.08,162.09,167.49,67.0,69.16,41.0,2.36,0.11,0.05,324.18,162.0,108.0,54.0,0
2007-05-31,Codazzi,4524.59,4615.08,869.48,886.87,43.47,45.21,19.22,19.72,130.42,134.77,53.91,55.65,41.0,2.42,0.12,0.05,260.84,130.0,87.0,43.0,0
2007-06-30,Codazzi,4622.93,4715.39,954.13,973.21,47.71,49.61,20.64,21.14,143.12,147.89,59.16,61.06,41.0,2.56,0.12,0.05,286.24,143.0,95.0,48.0,0
2007-07-31,Codazzi,5599.11,5711.09,1159.15,1182.33,57.96,60.28,20.7,21.2,173.87,179.67,71.87,74.19,41.0,2.57,0.12,0.05,347.75,174.0,116.0,58.0,0
2007-08-31,Codazzi,6427.9,6556.46,1330.11,1356.71,66.51,69.17,20.69,21.19,199.52,206.17,82.47,85.13,41.0,2.57,0.12,0.05,399.03,200.0,133.0,67.0,0
2007-09-30,Codazzi,5603.72,5715.79,1148.58,1171.55,57.43,59.73,20.5,21.0,172.29,178.03,71.21,73.51,41.0,2.55,0.12,0.05,344.57,172.0,115.0,57.0,0
2007-10-31,Codazzi,5039.4,5140.19,1057.03,1078.17,52.85,54.97,20.98,21.48,158.56,163.84,65.54,67.65,41.0,2.6,0.12,0.05,317.11,159.0,106.0,53.0,0
2007-11-30,Codazzi,4670.48,4763.89,963.7,982.97,48.18,50.11,20.63,21.13,144.55,149.37,59.75,61.68,41.0,2.56,0.12,0.05,289.11,145.0,96.0,48.0,0
2007-12-31,Codazzi,5075.0,5176.5,935.0,953.7,46.75,48.62,18.42,18.92,140.25,144.93,57.97,59.84,41.0,2.34,0.11,0.05,280.5,140.0,94.0,47.0,0
2008-01-31,Codazzi,6622.0,6754.44,1380.0,1407.6,69.0,71.76,20.84,21.34,207.0,213.9,85.56,88.32,41.0,2.58,0.12,0.05,414.0,207.0,138.0,69.0,0
2008-02-29,Codazzi,7434.0,7582.68,1524.0,1554.48,76.2,79.25,20.5,21.0,228.6,236.22,94.49,97.54,41.0,2.55,0.12,0.05,457.2,229.0,152.0,76.0,0
2008-03-31,Codazzi,8767.0,8942.34,1865.0,1902.3,93.25,96.98,21.27,21.77,279.75,289.07,115.63,119.36,41.0,2.63,0.13,0.05,559.5,280.0,186.0,93.0,0
2008-04-30,Codazzi,9543.0,9733.86,2059.0,2100.18,102.95,107.07,21.58,22.08,308.85,319.14,127.66,131.78,41.0,2.66,0.13,0.05,617.7,309.0,206.0,103.0,0
2008-05-31,Codazzi,9141.0,9323.82,1933.0,1971.66,96.65,100.52,21.15,21.65,289.95,299.62,119.85,123.71,41.0,2.61,0.13,0.05,579.9,290.0,193.0,97.0,0
2008-06-30,Codazzi,9555.0,9746.1,2306.0,2352.12,115.3,119.91,24.13,24.63,345.9,357.43,142.97,147.58,41.0,2.91,0.14,0.06,691.8,346.0,231.0,115.0,0
2008-07-31,Codazzi,9885.0,10082.7,2360.0,2407.2,118.0,122.72,23.87,24.37,354.0,365.8,146.32,151.04,41.0,2.89,0.14,0.06,708.0,354.0,236.0,118.0,0
2008-08-31,Codazzi,10421.0,10629.42,2415.0,2463.3,120.75,125.58,23.17,23.67,362.25,374.32,149.73,154.56,41.0,2.82,0.14,0.06,724.5,362.0,242.0,121.0,0
2008-09-30,Codazzi,9678.0,9871.56,2190.0,2233.8,109.5,113.88,22.63,23.13,328.5,339.45,135.78,140.16,41.0,2.76,0.13,0.06,657.0,328.0,219.0,110.0,0
2008-10-31,Codazzi,10179.0,10382.58,2194.0,2237.88,109.7,114.09,21.55,22.05,329.1,340.07,136.03,140.42,41.0,2.66,0.13,0.05,658.2,329.0,219.0,110.0,0
2008-11-30,Codazzi,8692.0,8865.84,1856.0,1893.12,92.8,96.51,21.35,21.85,278.4,287.68,115.07,118.78,41.0,2.64,0.13,0.05,556.8,278.0,186.0,93.0,0
2008-12-31,Codazzi,9192.0,9375.84,1854.0,1891.08,92.7,96.41,20.17,20.67,278.1,287.37,114.95,118.66,41.0,2.52,0.12,0.05,556.2,278.0,185.0,93.0,0
2009-01-31,Codazzi,11328.0,11554.56,2278.0,2323.56,113.9,118.46,20.11,20.61,341.7,353.09,141.24,145.79,41.0,2.51,0.12,0.05,683.4,342.0,228.0,114.0,0
2009-02-28,Codazzi,11773.0,12008.46,2365.0,2412.3,118.25,122.98,20.09,20.59,354.75,366.57,146.63,151.36,41.0,2.51,0.12,0.05,709.5,355.0,236.0,118.0,0
2009-03-31,Codazzi,13400.0,13668.0,2732.0,2786.64,136.6,142.06,20.39,20.89,409.8,423.46,169.38,174.85,41.0,2.54,0.12,0.05,819.6,410.0,273.0,137.0,0
2009-04-30,Codazzi,12069.0,12310.38,2571.0,2622.42,128.55,133.69,21.3,21.8,385.65,398.5,159.4,164.54,41.0,2.63,0.13,0.05,771.3,386.0,257.0,129.0,0
2009-05-31,Codazzi,11519.0,11749.38,2724.0,2778.48,136.2,141.65,23.65,24.15,408.6,422.22,168.89,174.34,41.0,2.86,0.14,0.06,817.2,409.0,272.0,136.0,0
2009-06-30,Codazzi,13709.0,13983.18,3232.0,3296.64,161.6,168.06,23.58,24.08,484.8,500.96,200.38,206.85,41.0,2.86,0.14,0.06,969.6,485.0,323.0,162.0,0
2009-07-31,Codazzi,13505.0,13775.1,3113.0,3175.26,155.65,161.88,23.05,23.55,466.95,482.51,193.01,199.23,41.0,2.81,0.14,0.06,933.9,467.0,311.0,156.0,0
2009-08-31,Codazzi,13400.0,13668.0,3132.0,3194.64,156.6,162.86,23.37,23.87,469.8,485.46,194.18,200.45,41.0,2.84,0.14,0.06,939.6,470.0,313.0,157.0,0
2009-09-30,Codazzi,13509.0,13779.18,2913.0,2971.26,145.65,151.48,21.56,22.06,436.95,451.51,180.61,186.43,41.0,2.66,0.13,0.05,873.9,437.0,291.0,146.0,0
2009-10-31,Codazzi,13011.0,13271.22,2825.0,2881.5,141.25,146.9,21.71,22.21,423.75,437.88,175.15,180.8,41.0,2.67,0.13,0.05,847.5,424.0,282.0,141.0,0
2009-11-30,Codazzi,8564.0,8735.28,1800.0,1836.0,90.0,93.6,21.02,21.52,270.0,279.0,111.6,115.2,41.0,2.6,0.13,0.05,540.0,270.0,180.0,90.0,0
